,Offset Project Operator,Project Name,Project Type,State,tot,Project.Owner,Website,City,State2
250,"Mattamuskeet Ventures I, LLC",Blue Source - Alligator River Avoided Conversion,Forest,NC,105525,Blue Source,http://www.bluesource.com/,Ocracoke,NC
251,"Mattamuskeet Ventures I, LLC",Blue Source – Alligator River Avoided Conversion,Forest,NC,498693,Blue Source,http://www.bluesource.com/,Ocracoke,NC
209,"Great Lakes Forests 1, LLC",Blue Source – Bishop Improved Forest Management Project,Forest,MI,450720,Blue Source,http://www.bluesource.com/,Grayling,MI
220,"Heartwood Forestland Fund IV, Limited Partnership",Blue Source – Bishop Improved Forest Management Project,Forest,MI,2661403,Blue Source,http://www.bluesource.com/,Grayling,MI
265,National Audubon Society,Blue Source – Francis Beidler Improved Forest Management Project,Forest,SC,570049,Blue Source,http://www.bluesource.com/,Harleyville ,SC
207,"Goodman Forest, LLC",Blue Source - Goodman Improved Forest Management Project,Forest,WI,157201,Blue Source,http://www.bluesource.com/,Goodman,WI
208,"Goodman Forest, LLC",Blue Source – Goodman Improved Forest Management Project,Forest,WI,852630,Blue Source,http://www.bluesource.com/,Goodman,WI
210,Great Mountain Forest Corporation,Blue Source - Great Mountain Forest Improved Forest Management Project,Forest,CT,356710,Blue Source,http://www.bluesource.com/,Norfolk ,CT
224,"Heartwood Forestland Fund V, LP",Blue Source - Lonesome Pine Improved Forest Management Project,Forest,VA,553371,Blue Source,http://www.bluesource.com/,Wise,VA
225,"Heartwood Forestland Fund VIII, LP",Blue Source - Marmet Improved Forest Management Project,Forest,WV,1019350,Blue Source,http://www.bluesource.com/,Logan,WV
256,Michael A. Noles,Blue Source – Noles North Avoided Conversion Forest Project,Forest,NC,36597,Blue Source,http://www.bluesource.com/,Asheville,NC
257,Michael A. Noles,Blue Source – Noles South Avoided Conversion Forest Project,Forest,NC,34856,Blue Source,http://www.bluesource.com/,Asheville,NC
275,"Northwoods ATP, LP",Blue Source - Northwoods Improved Forest Management Project,Forest,WI,394864,Blue Source,http://www.bluesource.com/,Hayward ,WI
32,Brinkley Melvin,Blue Source – Pocosin Lakes Forest Conservation Project,Forest,NC,234992,Blue Source,http://www.bluesource.com/,Creswell,NC
305,"Quercus West Virginia, LLC",Blue Source – Powellton Improved Forest Management Project,Forest,WV,1549207,Blue Source,http://www.bluesource.com/,Chapel Hill,NC
113,David Dicktel,Blue Source – Pungo River Forest Conservation Project,Forest,NC,109583,Blue Source,http://www.bluesource.com/,Plymouth,NC
433,"Wisconsin Northern Highlands NMTC, LLC",Blue Source - Wisconsin Northern Highlands Improved Forest Management Project,Forest,WI,375073,Blue Source,http://www.bluesource.com/,Hayward ,WI
434,"Wolf River ATP, LP",Blue Source - Wolf River Improved Forest Management Project,Forest,WI,609748,Blue Source,http://www.bluesource.com/,Madison ,WI
25,Baskahegan Company,Bluesource – Baskahegan Improved Forest Management Project,Forest,ME,844499,Blue Source,http://www.bluesource.com/,Brookton,ME
204,Global Carbon Strategies,Bluesource GCS Bear Canyon,MMC,UT,59904,Blue Source,http://www.bluesource.com/,East Carbon,UT
136,"ECC Windsor, Inc.",BMMC1,MMC,WV,36759,Blue Source,http://www.bluesource.com/,Cameron ,WV
141,Environmental Credit Corp.,Bos Dairy,Livestock,IN,4077,ClimeCo,https://climeco.com/,Fair Oaks,IN
39,"Camco International Group, Inc.",Bridgewater Dairy LLC,Livestock,OH,52123,Bridgewater Dairy,http://www.bridgewaterdairy.com/,Montpelier,OH
31,"Bridgewater Dairy, LLC","Bridgewater Dairy, LLC",Livestock,OH,45459,Bridgewater Dairy,http://www.bridgewaterdairy.com/,Montpelier,OH
277,Origin Climate Inc. (formerly TerraPass Inc.),Brook View Dairy,Livestock,MI,40069,Brook View Dairy,https://brookviewdairy.com/,Freeport,MI
33,"Brook View Dairy, LLC",Brook View Dairy Methane Reduction Project,Livestock,MI,78937,Brook View Dairy,https://brookviewdairy.com/,Freeport,MI
139,Edward Miller Trust,Brush Creek,Forest,CA,88598,Edward Miller Trust,0,Point Arena,CA
84,"Coastal Forestlands, LTD., a California Limited Partnership",Brushy Mountain,Forest,CA,1805137,Coastal Forestlands,0,Mendocino,CA
355,Sierra Pacific Industries,Buck Mountain ARB002,Forest,CA,302354,Sierra Pacific Industries,https://www.spi-ind.com/,Yreka,CA
365,"Sustainable Conservation, Inc.",Buckeye Forest Project,Forest,CA,737560,The Conservation Fund,https://www.conservationfund.org/projects/buckeye-forest,Sonoma,CA
11,"ABEC Bidart-Old River, LLC",CalBio ORRD Project,Livestock,CA,119545,California Bioenergy,https://calbioenergy.com/,Bakersfield,CA
413,Vessels Cambria 33 Resources LLC,Cambria 33 Abandoned Mine Methane Capture and Use Project,MMC,PA,22118,Vessels Coal Inc,vesselscoalgas.com/,Ebenburg,PA
414,"Vessels Coal Gas, Inc.",Cambria 33 Abandoned Mine Methane Capture and Use Project,MMC,PA,107064,Vessels Coal Inc,vesselscoalgas.com/,Ebenburg,PA
87,Compatible Lands Foundation,Camp Shelby Forest Carbon Project,Forest,MS,21319,Eco Partners,https://www.epcarbon.com/,Hattiesburg,MS
36,"California Timberlands 2, LLC",Cappell Creek Improved Forest Management Project,Forest,CA,367438,California Timberlands,0,Mettah,CA
40,"Camco International Group, Inc.",Central Sands Dairy LLC,Livestock,WI,52407,California Timberlands,0,Nekoosa ,WI
60,"Central Sands Dairy, LLC","Central Sands Dairy, LLC",Livestock,WI,61789,California Timberlands,0,Nekoosa ,WI
5,"3Degrees Group, Inc.",Clean Fuel Partners Dane County Biodigester,Livestock,WI,17208,3Degrees,https://3degreesinc.com/,Dane,WI
61,ClimeCo Corporation,ClimeCo ODS Destruction 16 and 17,ODS,OH,245946,ClimeCo,https://climeco.com/,Bowling Green,OH
62,ClimeCo Corporation,ClimeCo ODS Destruction 18 and 19,ODS,OH,226896,ClimeCo,https://climeco.com/,Bowling Green,OH
63,ClimeCo Corporation,ClimeCo ODS Destruction 20,ODS,OH,72606,ClimeCo,https://climeco.com/,Bowling Green,OH
64,ClimeCo Corporation,ClimeCo ODS Destruction 21,ODS,OH,140452,ClimeCo,https://climeco.com/,Bowling Green,OH
65,ClimeCo Corporation,ClimeCo ODS Destruction 22,ODS,OH,53956,ClimeCo,https://climeco.com/,Bowling Green,OH
66,ClimeCo Corporation,ClimeCo ODS Destruction 23,ODS,OH,44681,ClimeCo,https://climeco.com/,Bowling Green,OH
67,ClimeCo Corporation,ClimeCo ODS Destruction 24,ODS,OH,56727,ClimeCo,https://climeco.com/,Bowling Green,OH
68,ClimeCo Corporation,ClimeCo ODS Destruction 25,ODS,OH,71572,ClimeCo,https://climeco.com/,Bowling Green,OH
69,ClimeCo Corporation,ClimeCo ODS Destruction 26,ODS,OH,123703,ClimeCo,https://climeco.com/,Bowling Green,OH
70,ClimeCo Corporation,ClimeCo ODS Destruction 27,ODS,OH,50473,ClimeCo,https://climeco.com/,Bowling Green,OH
71,ClimeCo Corporation,ClimeCo ODS Destruction 28,ODS,OH,58745,ClimeCo,https://climeco.com/,Bowling Green,OH
72,ClimeCo Corporation,ClimeCo ODS Destruction 29,ODS,OH,97696,ClimeCo,https://climeco.com/,Bowling Green,OH
73,ClimeCo Corporation,ClimeCo ODS Destruction 30,ODS,OH,140146,ClimeCo,https://climeco.com/,Bowling Green,OH
74,ClimeCo Corporation,ClimeCo ODS Destruction 31,ODS,OH,56139,ClimeCo,https://climeco.com/,Bowling Green,OH
289,"Peabody Natural Gas, LLC",Coal Mine Methane Capture and Use Project at the North Antelope Rochelle Coal Mine Complex,MMC,WY,1072724,Peabody Natural Gas,https://www.peabodyenergy.com/,,WY
90,"Congaree River, LLC, an Illinois LLC",Congaree River,Forest,CA,117216,Congaree River,0,Mendocino,CA
92,"Coolgas, Inc.",Coolgas 2015-3,ODS,OH,108622,A-Gas,https://www.agas.com/,Bowling Green,OH
93,"Coolgas, Inc.",Coolgas 2016-1,ODS,OH,145594,A-Gas,https://www.agas.com/,Bowling Green,OH
94,"Coolgas, Inc.",Coolgas 2016-3,ODS,OH,133239,A-Gas,https://www.agas.com/,Bowling Green,OH
95,"Coolgas, Inc.",Coolgas 2016-4,ODS,OH,96564,A-Gas,https://www.agas.com/,Bowling Green,OH
96,"Coolgas, Inc.",Coolgas 2017-5,ODS,AR,50793,A-Gas,https://www.agas.com/,El Dorado,AR
97,"Coolgas, Inc.",Coolgas 2017-7,ODS,OH,33184,A-Gas,https://www.agas.com/,Bowling Green,OH
98,"Coolgas, Inc.",Coolgas 2018-6,ODS,OH,60855,A-Gas,https://www.agas.com/,Bowling Green,OH
99,"Coolgas, Inc.",Coolgas 2019-2,ODS,OH,113564,A-Gas,https://www.agas.com/,Bowling Green,OH
100,"Coolgas, Inc.",Coolgas ODS 2013 Project #1,ODS,OH,108627,A-Gas,https://www.agas.com/,Bowling Green,OH
101,"Coolgas, Inc.",Coolgas US ODS Project 1,ODS,AR,197988,A-Gas,https://www.agas.com/,El Dorado,AR
102,"Coolgas, Inc.",Coolgas US ODS Project 2,ODS,OH,163884,A-Gas,https://www.agas.com/,Bowling Green,OH
242,"Keyrock Energy, LLC",Corinth Abandoned Mine Methane Recovery Project,MMC,IL,1189749,Keyrock Energy Inc,0,Thompsonville,IL
200,"Gallo Cattle Company, A Limited Partnership",Cottonwood Dairy Livestock Gas Capture Project,Livestock,CA,58567,Gallo Cattle Company,,Atwater,CA
214,Grey K Trading Limited,Cottonwood Dairy Livestock Gas Capture Project,Livestock,CA,44675,Grey K Trading,,Atwater,CA
7,"3Degrees Group, LLC",Cow Poo Digester,Livestock,WI,7781,"Cow Poo, LLC",0,Alma Center,WI
142,Environmental Credit Corp.,Coyne Farms,Livestock,NY,2314,ClimeCo,https://climeco.com/,Avon ,NY
104,"CSE Operating 1, LLC",CSE Arizona Facility,Livestock,AZ,9635,Center for Sustainable Energy,https://energycenter.org/,Buckeye,AZ
105,"CSE Operating I, LLC",CSE Arizona Facility,Livestock,AZ,59179,Center for Sustainable Energy,https://energycenter.org/,Buckeye,AZ
106,"CSE Operating I, LLC",CSE AZ Facility I,Livestock,AZ,21814,Center for Sustainable Energy,https://energycenter.org/,Maricopa,AZ
110,"Dairy Dreams, LLC",Dairy Dreams,Livestock,WI,65164,Native Energy,https://nativeenergy.com/,Green Bay,WI
111,"Dairy Dreams, LLC",Dairy Dreams Methane Reduction Project,Livestock,WI,65369,Native Energy,https://nativeenergy.com/,Green Bay,WI
438,"WTE Dairyland, LLC",Dairyland Digester,Livestock,WI,139273,WTE Dairies,0,Green Bay,WI
439,"WTE Deer Run, LLC",Deer Run Digester,Livestock,WI,41897,WTE Dairies,0,Kewaunee,WI
41,"Camco International Group, Inc.",District 45 Dairy,Livestock,MN,57676,Camco International,https://www.camco.energy/,Hancock,MN
343,"Riverview, LLP",District 45 Dairy,Livestock,MN,59593,Camco International,https://www.camco.energy/,Hancock,MN
14,"Ag Power Jerome, LLC",Double A Dairy,Livestock,ID,227049,Camco International,https://www.camco.energy/,Jerome ,ID
42,"Camco International Group, Inc.",Double A Dairy,Livestock,ID,131435,Camco International,https://www.camco.energy/,Jerome ,ID
116,"Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #11,ODS,AR,80612,Camco International,https://www.camco.energy/,El Dorado,AR
117,"Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #12,ODS,AR,38517,Camco International,https://www.camco.energy/,El Dorado,AR
118,"Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #13,ODS,AR,53490,Camco International,https://www.camco.energy/,El Dorado,AR
119,"Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #14,ODS,AR,23276,Camco International,https://www.camco.energy/,El Dorado,AR
120,"Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #15,ODS,AR,46275,Camco International,https://www.camco.energy/,El Dorado,AR
121,"Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #16,ODS,AR,24874,Camco International,https://www.camco.energy/,El Dorado,AR
122,"Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #17,ODS,AR,30587,Camco International,https://www.camco.energy/,El Dorado,AR
123,"Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #19,ODS,AR,99696,Camco International,https://www.camco.energy/,El Dorado,AR
124,"Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #20,ODS,AR,17848,Camco International,https://www.camco.energy/,El Dorado,AR
125,"Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #21,ODS,OH,128161,Camco International,https://www.camco.energy/,Bowling Green,OH
126,"Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #22,ODS,OH,130995,Camco International,https://www.camco.energy/,Bowling Green,OH
127,"Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #23,ODS,OH,22548,Camco International,https://www.camco.energy/,Bowling Green,OH
128,"Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #25,ODS,OH,101950,Camco International,https://www.camco.energy/,Bowling Green,OH
129,"Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #26,ODS,OH,110990,Camco International,https://www.camco.energy/,Bowling Green,OH
130,"Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #27,ODS,OH,54382,Camco International,https://www.camco.energy/,Bowling Green,OH
131,"Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #28,ODS,OH,55471,Camco International,https://www.camco.energy/,Bowling Green,OH
132,"Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #30,ODS,OH,51298,Camco International,https://www.camco.energy/,Bowling Green,OH
133,"Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #8,ODS,AR,45156,Camco International,https://www.camco.energy/,El Dorado,AR
146,Environmental Credit Corp.,ECC ODS Destruction 11-2013,ODS,AR,113438,ClimeCo,https://www.camco.energy/,El Dorado,AR
148,Environmental Credit Corp.,ECC ODS Destruction 2012,ODS,AR,306517,ClimeCo,https://climeco.com/,El Dorado,AR
149,Environmental Credit Corp.,ECC ODS Destruction 2013,ODS,AR,255227,ClimeCo,https://climeco.com/,El Dorado,AR
147,Environmental Credit Corp.,ECC ODS Destruction 2-2014,ODS,AR,126314,ClimeCo,https://climeco.com/,El Dorado,AR
143,Environmental Credit Corp.,ECC-ODS-CA-002,ODS,AR,27951,ClimeCo,https://climeco.com/,El Dorado,AR
144,Environmental Credit Corp.,ECC-ODS-PA-001,ODS,AR,310672,ClimeCo,https://climeco.com/,El Dorado,AR
145,Environmental Credit Corp.,ECC-ODS-PA-003,ODS,AR,350673,ClimeCo,https://climeco.com/,El Dorado,AR
43,"Camco International Group, Inc.","Edaleen Cow Power, LLC",Livestock,WA,16901,Camco International,https://www.camco.energy/,Bellingham ,WA
137,"Edaleen Cow Power, LLC","Edaleen Cow Power, LLC",Livestock,WA,32952,Camco International,https://www.camco.energy/,Bellingham ,WA
270,"North Fork Energy, LLC",Elk Creek Coal Mine Methane Destruction & Utilization Project,MMC,CO,266263,Vessels Coal Inc,vesselscoalgas.com/,Somerset,CO
415,"Vessels Coal Gas, Inc.",Elk Creek Coal Mine Methane Destruction & Utilization Project,MMC,CO,432609,Vessels Coal Inc,vesselscoalgas.com/,Somerset,CO
271,"North Fork Energy, LLC",Elk Creek Permit Area Abandoned Mine Project,MMC,CO,534677,Vessels Coal Inc,vesselscoalgas.com/,Somerset,CO
162,EOS Climate Inc.,EOS ACR 2013,ODS,AR,249025,Blue Source,http://www.bluesource.com/,El Dorado,AR
169,"EOS Climate, Inc.",EOS ACR 213,ODS,OH,127664,Blue Source,http://www.bluesource.com/,Bowling Green,OH
170,"EOS Climate, Inc.",EOS ACR 214,ODS,OH,145580,Blue Source,http://www.bluesource.com/,Bowling Green,OH
171,"EOS Climate, Inc.",EOS ACR 240,ODS,OH,129700,Blue Source,http://www.bluesource.com/,Bowling Green,OH
172,"EOS Climate, Inc.",EOS ACR 252,ODS,OH,140736,Blue Source,http://www.bluesource.com/,Bowling Green,OH
173,"EOS Climate, Inc.",EOS ACR 253,ODS,OH,135017,Blue Source,http://www.bluesource.com/,Bowling Green,OH
174,"EOS Climate, Inc.",EOS ACR 271,ODS,OH,124882,Blue Source,http://www.bluesource.com/,Bowling Green,OH
175,"EOS Climate, Inc.",EOS ACR 285,ODS,AR,45663,Blue Source,http://www.bluesource.com/,El Dorado,AR
176,"EOS Climate, Inc.",EOS ACR 311,ODS,AR,107264,Blue Source,http://www.bluesource.com/,Clean Harbors,AR
177,"EOS Climate, Inc.",EOS ACR 312,ODS,AR,140871,Blue Source,http://www.bluesource.com/,El Dorado,AR
178,"EOS Climate, Inc.",EOS ACR 315,ODS,OH,86839,Blue Source,http://www.bluesource.com/,Bowling Green,OH
179,"EOS Climate, Inc.",EOS ACR 316,ODS,AR,104897,Blue Source,http://www.bluesource.com/,El Dorado,AR
180,"EOS Climate, Inc.",EOS ACR 351,ODS,AR,28562,Blue Source,http://www.bluesource.com/,El Dorado,AR
181,"EOS Climate, Inc.",EOS ACR 352,ODS,AR,68637,Blue Source,http://www.bluesource.com/,El Dorado,AR
182,"EOS Climate, Inc.",EOS ACR 356,ODS,AR,110720,Blue Source,http://www.bluesource.com/,El Dorado,AR
183,"EOS Climate, Inc.",EOS ACR 357,ODS,AR,84131,Blue Source,http://www.bluesource.com/,El Dorado,AR
184,"EOS Climate, Inc.",EOS ACR 358,ODS,AR,60749,Blue Source,http://www.bluesource.com/,El Dorado,AR
185,"EOS Climate, Inc.",EOS ARB ODS 2013-1,ODS,AR,107542,Blue Source,http://www.bluesource.com/,El Dorado,AR
163,EOS Climate Inc.,EOS ARB ODS 2013-2,ODS,AR,55996,Blue Source,http://www.bluesource.com/,El Dorado,AR
186,"EOS Climate, Inc.",EOS ARB ODS 2013-3,ODS,AR,122800,Blue Source,http://www.bluesource.com/,El Dorado,AR
187,"EOS Climate, Inc.",EOS ARB ODS 2013-5,ODS,AR,126155,Blue Source,http://www.bluesource.com/,El Dorado,AR
188,"EOS Climate, Inc.",EOS ARB ODS 2013-6,ODS,AR,51864,Blue Source,http://www.bluesource.com/,El Dorado,AR
189,"EOS Climate, Inc.",EOS ARB ODS 2013-7,ODS,AR,84418,Blue Source,http://www.bluesource.com/,El Dorado,AR
190,"EOS Climate, Inc.",EOS ARB ODS 2013-8,ODS,AR,67490,Blue Source,http://www.bluesource.com/,El Dorado,AR
191,"EOS Climate, Inc.",EOS ARB ODS 2014-1,ODS,AR,122080,Blue Source,http://www.bluesource.com/,El Dorado,AR
192,"EOS Climate, Inc.",EOS ARB ODS 2014-2,ODS,AR,33214,Blue Source,http://www.bluesource.com/,El Dorado,AR
193,"EOS Climate, Inc.",EOS CAR 1074,ODS,AR,57134,Blue Source,http://www.bluesource.com/,El Dorado,AR
165,"EOS Climate, Inc.",EOS-2013 Domestic,ODS,AR,366729,Blue Source,http://www.bluesource.com/,El Dorado,AR
166,"EOS Climate, Inc.",EOS-CAR2011 Domestic,ODS,AR,648454,Blue Source,http://www.bluesource.com/,El Dorado,AR
167,"EOS Climate, Inc.",EOS-CAR2012 Domestic,ODS,AR,902665,Blue Source,http://www.bluesource.com/,El Dorado,AR
168,"EOS Climate, Inc.",EOS-JA-09-01,ODS,AR,1017016,Blue Source,http://www.bluesource.com/,El Dorado,AR
44,"Camco International Group, Inc.","Fair Oaks Dairy Farm, LLC Cyclus-Designed Digester",Livestock,IN,17377,Fair Oaks Dairy,https://fofarms.com/,Fair Oaks,IN
194,"Fair Oaks Dairy Farm, LLC","Fair Oaks Dairy Farm, LLC Cyclus-Designed Digester",Livestock,IN,7421,Camco International,https://www.camco.energy/,Fair Oaks,IN
45,"Camco International Group, Inc.","Fair Oaks Dairy Farm, LLC GHD-Designed Digester",Livestock,IN,153828,Fair Oaks Dairy,https://fofarms.com/,Fair Oaks,IN
195,"Fair Oaks Dairy Farm, LLC","Fair Oaks Dairy Farm, LLC GHD-Designed Digester",Livestock,IN,124658,Camco International,https://www.camco.energy/,Fair Oaks,IN
196,"Farm Power Northwest, LLC",Farm Power Lynden Anaerobic Digester,Livestock,WA,51336,Farm Power Lynden,https://www.farmpower.com/,Lynden,WA
369,The Climate Trust,Farm Power Lynden Anaerobic Digester,Livestock,WA,10426,The Climate Trust,https://climatetrust.org/,Lynden,WA
150,Environmental Credit Corp.,Fessenden Dairy,Livestock,NY,2027,The Climate Trust,https://climatetrust.org/,King Ferry,NY
16,"Ahtna, Incorporated",Finite Carbon – Ahtna Native Alaskan IFM,Forest,AK,14861093,Finite Carbon,https://www.finitecarbon.com/,Glennallen,AK
27,"Berry Summit, LLC",Finite Carbon – Berry Summit,Forest,CA,239205,Finite Carbon,https://www.finitecarbon.com/,Willow Creek ,CA
28,"Berry Summit, LLC",Finite Carbon – Berry Summit IFM,Forest,CA,4343,Finite Carbon,https://www.finitecarbon.com/,Willow Creek ,CA
46,"Camco International Group, Inc.",Finite Carbon – Brosnan Forest,Forest,SC,325897,Finite Carbon,https://www.finitecarbon.com/,Charleston,SC
269,Norfolk Southern Railway Company,Finite Carbon – Brosnan Forest,Forest,SC,28408,Finite Carbon,https://www.finitecarbon.com/,Charleston,SC
88,Confederated Tribes of the Colville Reservation,Finite Carbon – Colville IFM,Forest,WA,14357787,Finite Carbon,https://www.finitecarbon.com/,Nespelem,WA
240,"Jackson Timberland Opportunities-Champion, LLC",Finite Carbon – JTO Champion Property IFM,Forest,NY,240551,Finite Carbon,https://www.finitecarbon.com/,Tupper Lake,NY
205,"GLS Woodlands, LLC",Finite Carbon – Lyme Grand Lakes Stream IFM,Forest,ME,599217,Finite Carbon,https://www.finitecarbon.com/,Somerset,ME
249,"Massachusetts Audubon Society, Inc.",Finite Carbon – Massachusetts Audubon Society IFM,Forest,MA,811941,Finite Carbon,https://www.finitecarbon.com/,Worcester,MA
103,"Corrigan TLP, LLC",Finite Carbon – Molpus Ataya IFM,Forest,TN,3189873,Finite Carbon,https://www.finitecarbon.com/,Campbell,TN
109,"Cumberland Forest, LP",Finite Carbon – Molpus Ataya IFM,Forest,TN,115662,Finite Carbon,https://www.finitecarbon.com/,Campbell,TN
262,"MWF Adirondacks, LLC",Finite Carbon – MWF Adirondacks IFM,Forest,NY,1144733,Finite Carbon,https://www.finitecarbon.com/,Northville,NY
263,"MWF Brimstone Forest Company, LLC",Finite Carbon – MWF Brimstone IFM,Forest,TN,43666,Finite Carbon,https://www.finitecarbon.com/,Shakopee,TN
264,"MWF Brimstone Forest Company, LLC",Finite Carbon – MWF Brimstone IFM Project I,Forest,TN,252512,Finite Carbon,https://www.finitecarbon.com/,Shakopee,TN
267,New England Forestry Foundation,Finite Carbon – NEFF,Forest,NH,69051,Finite Carbon,https://www.finitecarbon.com/,Concord,NH
288,Passamaquoddy Joint Tribal Council,Finite Carbon – Passamaquoddy Tribe IFM,Forest,ME,4076024,Finite Carbon,https://www.finitecarbon.com/,Somerset,ME
296,"Potlatch Forest Holdings, Inc.",Finite Carbon – Potlatch Moro Big Pine CE,Forest,AR,279456,Finite Carbon,https://www.finitecarbon.com/,Hampton,AR
297,"Potlatch Forest Holdings, Inc.",Finite Carbon – Potlatch Moro Big Pine CE IFM,Forest,AR,70663,Finite Carbon,https://www.finitecarbon.com/,Hampton,AR
298,"PotlatchDeltic Forest Holdings, Inc.",Finite Carbon – Potlatch Moro Big Pine CE IFM,Forest,AR,54193,Finite Carbon,https://www.finitecarbon.com/,Hampton,AR
351,"Rowland Land Company, LLC",Finite Carbon – Rowland IFM,Forest,WV,1925589,Finite Carbon,https://www.finitecarbon.com/,,WV
353,Sealaska Corporation,Finite Carbon – Sealaska Native Alaskan IFM,Forest,AK,11410748,Finite Carbon,https://www.finitecarbon.com/,Juneau,AK
354,"Shannondale Carbon, LLC",Finite Carbon – Shannondale Tree Farm,Forest,MO,NA,Finite Carbon,https://www.finitecarbon.com/,Shannondale,MO
368,"Tennessee River Gorge Trust, Inc.",Finite Carbon – Tennessee River Gorge Trust,Forest,TN,369828,Finite Carbon,https://www.finitecarbon.com/,Chattanooga,TN
218,Heartwood Forestland Fund III,Finite Carbon – The Forestland Group Champion Property,Forest,NY,166918,Finite Carbon,https://www.finitecarbon.com/,Franklin,NY
219,Heartwood Forestland Fund III,Finite Carbon – The Forestland Group Champion Property IFM,Forest,NY,861342,Finite Carbon,https://www.finitecarbon.com/,Franklin,NY
91,Connecticut Lakes Realty Trust,Finite Carbon – The Forestland Group CT Lakes,Forest,NH,1865335,Finite Carbon,https://www.finitecarbon.com/,Coos County,NH
221,"Heartwood Forestland Fund IV, Limited Partnership",Finite Carbon – The Forestland Group Highlands IFM,Forest,VA,3390253,Finite Carbon,https://www.finitecarbon.com/,Nora,VA
405,"Upper Hudson Woodlands ATP, LP",Finite Carbon – Upper Hudson Woodlands ATP IFM,Forest,NY,1521678,Finite Carbon,https://www.finitecarbon.com/,Warrensburg,NY
134,Downeast Lakes Land Trust,Finite Carbon Farm Cove Community Forest Project,Forest,ME,284043,Finite Carbon,https://www.finitecarbon.com/,Grand Lake Stream,ME
20,"AMC Maine Woods Initiative, LLC",Finite Carbon-AMC Silver Lake IFM,Forest,ME,172304,Finite Carbon,https://www.finitecarbon.com/,Greenville,ME
197,"Fiscalini Properties, L.P.",Fiscalini Farms Anaerobic Digester,Livestock,CA,NA,Fiscalini Properties,0,Modesto,CA
26,Berea College,Forest Carbon Partners - Berea College Improved Forest Management Project,Forest,KY,375885,Forest Carbon Partners,http://newforests.com.au/forests-carbon-partners/,Berea,KY
138,"Eddie Ranch Properties, LLC",Forest Carbon Partners - Eddie Ranch Improved Forest Management Project,Forest,CA,274971,Forest Carbon Partners,http://newforests.com.au/forests-carbon-partners/,Mendocino,CA
206,GM Gabrych Family Limited Partnership,Forest Carbon Partners - Gabrych Ranch Improved Forest Management Project,Forest,CA,287077,Forest Carbon Partners,http://newforests.com.au/forests-carbon-partners/,Eureka,CA
348,Ronald Glass,Forest Carbon Partners - Glass Ranch Improved Forest Management Project,Forest,CA,270943,Forest Carbon Partners,http://newforests.com.au/forests-carbon-partners/,Eureka,CA
255,Mescalero Apache Tribe,Forest Carbon Partners - Mescalero Apache Tribe Improved Forest Management Project,Forest,NM,4417068,Forest Carbon Partners,http://newforests.com.au/forests-carbon-partners/,Mescalero,NM
372,The Conservation Fund,Garcia River Forest,Forest,CA,315573,The Conservation Fund,https://www.conservationfund.org/,Mendocino,CA
373,The Conservation Fund,Garcia River Forest - ARB,Forest,CA,432865,The Conservation Fund,https://www.conservationfund.org/,Mendocino,CA
47,"Camco International Group, Inc.",Gardeau Crest Dairy,Livestock,NY,22054,Camco International,https://www.camco.energy/,Castile,NY
201,"Gardeau Crest Farms, LLC",Gardeau Crest Dairy,Livestock,NY,56187,Camco International,https://www.camco.energy/,Castile,NY
202,George DeRuyter and Sons Dairy LLC,George DeRuyter and Sons Dairy Methane Reduction Project,Livestock,WA,28932,GJ TeVelde Ranch,0,Tulare ,CA
203,"GJ TeVelde Ranch Energy, LLC",GJ TeVelde Ranch Dairy Digester,Livestock,CA,27942,GJ TeVelde Ranch,0,Tulare ,CA
108,"CTB Timberland Properties, LLC",Green Assets - BJT Avoided Conversion Project,Forest,GA,277889,Green Assets,https://www.green-assets.com/,Atlanta,GA
226,Holland M. Ware Charitable Foundation,Green Assets - HMWCF-I Avoided Conversion Project,Forest,GA,1735693,Green Assets,https://www.green-assets.com/,Lagrange,GA
227,Holland M. Ware Charitable Foundation,Green Assets - HMWCF-II Avoided Conversion Project,Forest,FL,617687,Green Assets,https://www.green-assets.com/,Crestview,FL
244,"Lukens Island Timber Enterprises, LLC",Green Assets - Lukens Avoided Conversion Project,Forest,NC,258814,Green Assets,https://www.green-assets.com/,Lukens Island,NC
